solar,hum,rain,press,temp,count
2.772,99.0,0.2,984.0,9.48,nan
2.779,99.0,0.0,984.0,9.52,nan
2.792,99.0,0.2,983.0,9.48,nan
2.967,99.1,0.0,983.0,9.47,nan
2.647,99.0,0.2,983.0,9.52,nan
2.664,99.0,0.0,983.0,9.56,nan
2.747,99.0,0.0,983.0,9.57,nan
2.953,99.1,0.0,983.0,9.54,nan
2.96,99.1,0.0,983.0,9.47,nan
2.81,99.1,0.0,983.0,9.45,nan
2.803,99.0,0.0,983.0,9.45,nan
2.845,99.1,0.0,983.0,9.45,nan
2.867,99.1,0.2,983.0,9.42,nan
2.904,99.1,0.0,983.0,9.43,nan
2.94,99.1,0.2,983.0,9.38,nan
2.879,99.1,0.2,982.0,9.37,nan
2.884,99.1,0.0,982.0,9.37,nan
3.044,99.2,0.2,982.0,9.35,nan
2.997,99.1,0.2,982.0,9.3,nan
2.787,99.1,0.2,982.0,9.34,nan
2.702,99.1,0.4,982.0,9.34,nan
2.74,99.1,0.4,982.0,9.35,nan
2.826,99.4,0.0,982.0,9.35,nan
3.318,99.2,0.2,982.0,9.3,nan
3.283,99.1,0.0,982.0,9.18,nan
2.907,99.2,0.0,982.0,9.15,nan
2.794,99.2,0.0,982.0,9.21,nan
2.793,99.2,0.0,982.0,9.21,nan
2.791,99.2,0.0,981.0,9.24,nan
2.762,99.3,0.0,981.0,9.23,nan
2.866,99.1,0.4,981.0,9.24,nan
2.885,99.1,0.2,981.0,9.23,nan
2.861,99.1,0.0,981.0,9.22,nan
2.882,99.3,0.0,981.0,9.19,nan
2.818,99.1,0.0,981.0,9.19,nan
2.809,99.1,0.0,981.0,9.18,nan
2.9,99.3,0.0,981.0,9.16,nan
2.929,99.2,0.0,981.0,9.13,nan
2.906,99.1,0.0,981.0,9.12,nan
2.89,99.2,0.0,981.0,9.1,nan
2.9,99.1,0.0,981.0,9.1,nan
2.979,99.1,0.0,981.0,9.06,nan
3.144,99.2,0.0,981.0,9.01,nan
3.017,99.1,0.0,981.0,8.94,nan
2.876,99.1,0.0,981.0,8.95,nan
2.837,99.2,0.0,981.0,8.93,nan
2.666,99.2,0.0,981.0,9.0,nan
2.738,99.2,0.0,981.0,8.97,nan
2.707,99.3,0.0,981.0,8.98,nan
2.658,99.1,0.2,981.0,9.04,nan
2.689,99.2,0.2,981.0,9.05,nan
2.74,99.3,0.0,981.0,9.03,nan
2.613,99.1,0.0,981.0,9.09,nan
2.673,99.2,0.0,981.0,9.09,nan
2.655,99.2,0.0,981.0,9.19,nan
2.728,99.2,0.0,981.0,9.17,nan
2.802,99.2,0.2,981.0,9.18,nan
2.775,99.2,0.2,981.0,9.18,nan
2.825,99.3,0.0,981.0,9.21,nan
2.647,99.2,0.0,981.0,9.21,nan
2.678,99.2,0.0,981.0,9.23,nan
2.791,99.2,0.0,981.0,9.22,nan
2.809,99.2,0.0,981.0,9.24,nan
2.774,99.2,0.0,981.0,9.27,nan
2.69,99.2,0.0,981.0,9.2,nan
2.784,99.3,0.0,981.0,9.25,nan
2.698,99.2,0.2,981.0,9.24,nan
2.772,99.2,0.0,981.0,9.23,nan
2.913,99.3,0.2,981.0,9.17,nan
3.042,99.3,0.2,981.0,9.14,nan
2.928,99.3,0.0,981.0,9.12,nan
2.934,99.3,0.2,981.0,9.07,nan
2.973,99.2,0.2,981.0,9.06,nan
3.604,99.3,0.2,981.0,9.03,nan
4.007,99.2,0.0,981.0,9.02,nan
5.418,99.3,0.2,981.0,9.01,nan
6.059,99.3,0.2,981.0,9.07,nan
7.141,99.2,0.4,981.0,9.12,nan
7.935,99.3,0.4,981.0,9.2,nan
11.25,99.4,0.2,981.0,9.25,nan
15.25,99.3,0.0,981.0,9.46,nan
10.09,99.3,0.2,981.0,9.49,nan
11.84,99.3,0.2,981.0,9.53,nan
14.12,99.3,0.0,981.0,9.61,nan
13.79,99.3,0.0,981.0,9.78,nan
15.7,99.3,0.2,981.0,9.95,nan
19.54,99.3,0.0,981.0,10.08,nan
20.66,99.3,0.0,981.0,10.19,nan
30.38,99.4,0.0,981.0,10.43,nan
30.25,99.2,0.0,981.0,10.58,nan
31.59,99.2,0.0,981.0,10.58,nan
37.54,99.2,0.0,981.0,10.63,nan
47.99,99.2,0.0,981.0,10.71,nan
33.73,99.0,0.0,981.0,10.74,nan
50.2,99.0,0.0,981.0,10.71,nan
72.57,99.0,0.0,981.0,10.83,nan
74.1,98.8,0.0,981.0,10.94,nan
66.71,98.7,0.0,981.0,10.96,nan
64.28,98.4,0.0,981.0,11.03,nan
77.46,97.7,0.0,981.0,11.1,nan
65.17,97.4,0.0,981.0,11.17,nan
53.26,96.4,0.0,981.0,11.06,nan
42.3,95.4,0.0,981.0,10.98,nan
35.02,94.3,0.0,981.0,11.01,nan
39.17,93.3,0.0,981.0,11.07,nan
37.17,91.2,0.0,981.0,11.13,nan
22.73,91.0,0.0,981.0,11.09,nan
11.21,92.5,0.0,981.0,10.94,nan
29.26,94.8,0.2,981.0,10.66,nan
16.82,95.8,0.0,981.0,10.64,nan
10.77,96.2,0.0,981.0,10.7,nan
7.883,95.6,0.2,981.0,10.65,nan
11.17,94.9,0.0,981.0,10.81,nan
17.79,94.7,0.0,981.0,10.84,nan
9.07,93.5,0.0,981.0,10.85,nan
7.801,92.0,0.0,980.0,10.99,nan
10.05,92.1,0.0,980.0,11.04,nan
10.03,92.8,0.0,980.0,11.03,nan
4.094,93.1,0.0,980.0,11.07,nan
3.706,93.9,0.0,980.0,10.96,nan
3.551,94.6,0.0,980.0,10.85,nan
3.26,95.7,0.0,980.0,10.74,nan
3.158,96.6,0.0,980.0,10.56,nan
3.094,97.3,0.0,980.0,10.47,nan
3.223,97.4,0.0,980.0,10.32,nan
2.703,97.1,0.0,979.0,10.36,nan
1.99,96.6,0.0,979.0,10.59,nan
2.45,96.7,0.0,979.0,10.73,nan
2.246,96.1,0.0,979.0,10.88,nan
1.943,94.4,0.0,979.0,11.16,nan
2.266,92.7,0.0,979.0,11.39,nan
2.324,92.4,0.0,979.0,11.5,nan
3.588,94.2,0.2,979.0,11.4,nan
3.541,95.2,0.0,979.0,11.12,nan
3.167,96.1,0.2,979.0,10.98,nan
3.102,96.5,0.0,980.0,10.85,nan
3.208,96.3,0.0,980.0,10.74,nan
3.182,95.9,0.2,980.0,10.66,nan
2.772,93.5,0.0,980.0,10.77,nan
2.863,91.4,0.0,980.0,10.79,nan
2.942,90.2,0.0,980.0,10.83,nan
2.587,90.1,0.0,980.0,10.81,nan
2.698,90.0,0.0,980.0,10.79,nan
2.791,89.8,0.0,980.0,10.73,nan
2.717,90.4,0.0,980.0,10.72,nan
2.733,91.5,0.0,981.0,10.72,nan
2.701,92.1,0.0,980.0,10.66,nan
2.606,93.7,0.0,981.0,10.56,nan
2.818,95.2,0.0,980.0,10.55,nan
2.708,95.6,0.0,980.0,10.48,nan
2.585,96.0,0.0,980.0,10.52,nan
3.137,95.7,0.0,980.0,10.56,nan
3.15,94.1,0.0,980.0,10.47,nan
3.052,91.4,0.0,980.0,10.4,nan
2.786,88.2,0.0,980.0,10.39,nan
2.665,87.6,0.0,980.0,10.47,nan
2.939,88.1,0.0,980.0,10.4,nan
2.752,87.3,0.0,980.0,10.36,nan
3.945,89.1,0.0,981.0,10.3,nan
3.175,88.2,0.0,981.0,10.16,nan
2.365,88.0,0.0,981.0,10.29,nan
2.521,89.1,0.0,981.0,10.29,nan
3.684,93.2,0.0,981.0,10.15,nan
2.766,93.6,0.0,981.0,10.08,nan
2.487,93.4,0.0,981.0,10.16,nan
3.133,92.2,0.2,981.0,10.08,nan
2.839,91.8,0.0,981.0,10.06,nan
3.21,93.1,0.0,981.0,9.98,nan
3.56,95.2,0.2,981.0,9.75,nan
3.146,95.4,0.0,981.0,9.6,nan
2.926,95.1,0.2,981.0,9.64,nan
2.778,94.5,0.0,981.0,9.65,nan
3.309,95.6,0.0,981.0,9.57,nan
3.215,96.4,0.0,981.0,9.4,nan
2.984,96.0,0.0,981.0,9.33,nan
2.784,95.1,0.0,981.0,9.38,nan
2.794,94.6,0.0,981.0,9.4,nan
2.602,93.6,0.0,981.0,9.49,nan
3.07,93.9,0.0,981.0,9.52,nan
3.387,94.6,0.6,982.0,9.36,nan
5.816,95.7,0.2,982.0,8.43,nan
3.887,96.4,0.2,982.0,8.09,nan
2.879,96.9,0.0,982.0,8.04,nan
2.83,96.8,0.0,982.0,8.05,nan
2.767,96.2,0.0,983.0,8.14,nan
2.633,93.8,0.0,983.0,8.24,nan
2.75,91.7,0.0,983.0,8.33,nan
2.819,91.6,0.0,983.0,8.4,nan
2.927,93.8,0.0,983.0,8.33,nan
3.126,94.0,0.0,983.0,8.23,nan
2.781,93.5,0.0,983.0,8.21,nan
2.612,92.0,0.0,983.0,8.28,nan
2.917,89.8,0.0,983.0,8.26,nan
3.062,89.3,0.0,983.0,8.26,nan
3.189,89.6,0.0,983.0,8.19,nan
3.151,90.0,0.0,983.0,8.08,nan
3.122,90.0,0.0,983.0,8.02,nan
3.396,89.0,0.0,983.0,7.934,nan
3.224,89.0,0.0,983.0,7.859,nan
3.033,89.8,0.0,983.0,7.813,nan
2.74,90.4,0.0,983.0,7.751,nan
2.856,90.1,0.0,983.0,7.664,nan
2.851,90.6,0.0,983.0,7.687,nan
2.771,91.1,0.0,983.0,7.662,nan
2.841,90.9,0.0,983.0,7.58,nan
2.822,91.3,0.0,983.0,7.663,nan
2.806,90.7,0.0,983.0,7.63,nan
3.021,90.3,0.0,983.0,7.57,nan
3.554,90.5,0.0,983.0,7.532,nan
3.646,89.7,0.0,983.0,7.388,nan
3.64,89.6,0.0,983.0,7.302,nan
3.852,90.4,0.0,983.0,7.101,nan
4.683,90.5,0.0,983.0,7.019,nan
5.431,91.9,0.0,983.0,6.844,nan
6.35,92.4,0.0,984.0,6.7,nan
7.668,93.4,0.0,984.0,6.604,nan
11.96,92.2,0.0,984.0,6.668,nan
14.56,88.8,0.0,984.0,6.894,nan
19.45,86.8,0.0,984.0,7.027,nan
25.97,87.0,0.0,984.0,7.046,nan
36.15,87.1,0.0,985.0,7.036,nan
52.99,86.4,0.0,985.0,7.045,nan
66.03,86.2,0.0,985.0,7.017,nan
63.87,86.6,0.0,985.0,7.022,nan
76.72,87.5,0.0,985.0,7.016,nan
69.5,87.5,0.0,985.0,7.059,nan
71.37,86.5,0.0,985.0,7.029,nan
69.18,82.6,0.0,985.0,7.064,nan
82.3,82.7,0.0,986.0,6.988,nan
124.6,82.5,0.0,986.0,7.06,nan
113.2,82.1,0.0,986.0,7.281,nan
111.8,81.0,0.0,986.0,7.275,nan
129.1,78.84,0.0,986.0,7.313,nan
92.6,74.26,0.0,986.0,7.276,nan
230.7,75.11,0.0,987.0,7.544,nan
159.7,73.28,0.0,987.0,7.722,nan
189.5,72.36,0.0,987.0,7.552,nan
64.0,72.5,0.0,987.0,7.337,nan
62.32,75.92,0.0,988.0,6.879,nan
113.8,78.16,0.0,988.0,6.723,nan
145.8,76.63,0.0,988.0,7.135,nan
141.9,77.52,0.0,988.0,7.22,nan
163.1,75.21,0.0,988.0,7.426,nan
162.3,75.49,0.0,989.0,7.546,nan
152.1,74.77,0.0,989.0,7.726,nan
140.8,73.89,0.0,989.0,7.731,nan
130.1,72.46,0.0,989.0,7.678,nan
117.8,71.55,0.0,989.0,7.658,nan
105.5,71.99,0.0,990.0,7.592,nan
93.2,73.11,0.0,990.0,7.397,nan
79.54,74.09,0.0,990.0,7.289,nan
68.47,71.75,0.0,990.0,7.143,nan
57.57,74.57,0.0,990.0,6.854,nan
42.43,76.5,0.0,991.0,6.58,nan
30.7,77.69,0.0,991.0,6.337,nan
18.48,79.89,0.0,991.0,6.072,nan
11.1,81.5,0.0,991.0,5.659,nan
5.542,82.2,0.0,992.0,5.313,nan
4.855,83.8,0.0,992.0,5.203,nan
3.996,84.2,0.0,993.0,5.035,nan
3.49,84.9,0.0,993.0,4.906,nan
3.787,84.7,0.0,993.0,4.672,nan
3.359,88.2,0.0,993.0,4.092,nan
3.96,88.3,0.0,993.0,4.088,nan
3.05,88.8,0.0,993.0,4.179,nan
3.518,88.3,0.0,994.0,3.979,nan
3.584,91.3,0.0,994.0,3.078,nan
2.748,91.7,0.0,994.0,3.241,nan
2.971,92.1,0.0,994.0,3.22,nan
2.467,91.9,0.0,995.0,3.392,nan
3.002,91.4,0.0,995.0,3.458,nan
2.843,92.8,0.0,995.0,3.397,nan
2.491,90.9,0.0,995.0,3.416,nan
2.856,91.3,0.0,995.0,3.293,nan
3.991,91.6,0.0,996.0,2.884,nan
2.88,91.3,0.0,996.0,2.832,nan
2.923,91.4,0.0,996.0,2.689,nan
2.597,91.5,0.0,996.0,2.752,nan
2.59,90.8,0.0,997.0,2.808,nan
2.609,90.3,0.0,997.0,2.975,nan
1.751,87.0,0.0,997.0,3.506,nan
2.69,89.5,0.0,997.0,3.102,nan
2.266,89.0,0.0,997.0,3.075,nan
2.424,88.4,0.0,997.0,3.231,nan
2.657,89.4,0.0,998.0,3.25,nan
2.633,92.3,0.2,998.0,3.469,nan
3.924,92.7,0.0,998.0,3.381,nan
4.456,94.5,0.2,998.0,2.765,nan
2.945,95.9,0.0,998.0,2.699,nan
2.657,96.5,0.0,999.0,2.832,nan
2.514,96.9,0.0,999.0,3.079,nan
1.893,96.7,0.0,999.0,3.241,nan
2.209,96.0,0.0,999.0,3.473,nan
2.56,95.4,0.0,999.0,3.606,nan
2.414,95.0,0.0,1000.0,3.687,nan
2.268,94.3,0.2,1000.0,3.942,nan
2.343,94.7,0.2,1000.0,4.16,nan
2.948,94.7,0.0,1000.0,4.263,nan
3.746,94.7,0.2,1000.0,4.024,nan
4.614,94.5,0.0,1001.0,3.686,nan
4.263,95.4,0.0,1001.0,3.292,nan
2.663,95.9,0.0,1001.0,3.293,nan
2.531,96.2,0.0,1001.0,3.276,nan
3.533,96.5,0.0,1001.0,3.332,nan
3.275,96.8,0.0,1002.0,3.368,nan
3.34,97.1,0.0,1002.0,3.304,nan
2.933,96.8,0.0,1002.0,2.996,nan
3.707,97.3,0.0,1002.0,2.751,nan
2.864,97.2,0.0,1002.0,2.922,nan
2.872,96.9,0.0,1002.0,2.998,nan
2.954,96.9,0.0,1003.0,2.898,nan
2.728,96.9,0.0,1003.0,2.97,nan
3.706,96.5,0.0,1003.0,2.655,nan
3.068,96.8,0.0,1003.0,2.438,nan
3.076,97.1,0.0,1003.0,2.386,nan
2.794,97.2,0.0,1003.0,2.528,nan
2.789,97.1,0.0,1003.0,2.566,nan
2.701,97.1,0.0,1004.0,2.656,nan
3.399,96.5,0.0,1004.0,2.513,nan
3.233,96.7,0.0,1004.0,2.183,nan
2.824,96.6,0.0,1004.0,2.283,nan
2.652,96.9,0.0,1004.0,2.378,nan
2.352,97.1,0.0,1004.0,2.591,nan
2.219,97.3,0.0,1004.0,2.679,nan
2.91,97.3,0.0,1005.0,3.025,nan
3.384,96.9,0.0,1005.0,2.966,nan
3.35,97.1,0.0,1005.0,2.083,nan
2.655,97.5,0.0,1005.0,2.181,nan
2.967,97.4,0.0,1005.0,2.306,nan
3.298,97.5,0.0,1005.0,1.996,nan
3.598,97.7,0.0,1006.0,1.865,nan
3.983,97.9,0.0,1006.0,1.999,nan
3.107,97.9,0.0,1006.0,1.653,nan
2.62,98.0,0.0,1006.0,1.602,nan
3.433,98.1,0.0,1006.0,1.53,nan
3.009,98.2,0.0,1007.0,1.35,nan
2.705,98.2,0.0,1007.0,1.193,nan
2.528,98.4,0.0,1007.0,1.432,nan
2.013,98.5,0.0,1007.0,1.987,nan
2.468,98.4,0.0,1007.0,2.039,nan
2.838,98.5,0.0,1008.0,2.039,nan
3.805,98.3,0.0,1008.0,1.724,nan
3.381,98.4,0.0,1008.0,1.269,nan
3.731,98.3,0.0,1008.0,1.207,nan
3.398,98.5,0.0,1008.0,0.723,nan
2.385,98.6,0.0,1008.0,0.875,nan
2.789,98.5,0.0,1008.0,1.013,nan
3.989,98.5,0.0,1008.0,0.946,nan
3.47,98.7,0.0,1009.0,0.706,nan
5.939,98.7,0.0,1009.0,0.848,nan
7.1,98.5,0.0,1009.0,1.219,nan
14.08,98.4,0.0,1009.0,1.315,nan
35.23,98.5,0.0,1009.0,1.521,nan
48.77,97.8,0.0,1009.0,1.745,nan
62.5,97.1,0.0,1009.0,1.907,nan
82.1,95.6,0.0,1009.0,2.125,nan
94.2,93.7,0.0,1009.0,2.6,nan
107.0,89.1,0.2,1009.0,3.179,nan
108.2,84.6,0.0,1009.0,3.567,nan
123.1,83.0,0.0,1009.0,3.675,nan
137.4,83.1,0.0,1010.0,4.053,nan
155.7,82.3,0.0,1010.0,4.309,nan
157.0,82.1,0.0,1010.0,4.527,nan
147.2,83.3,0.0,1010.0,4.54,nan
170.8,85.9,0.0,1010.0,4.629,nan
137.5,85.0,0.0,1010.0,4.85,nan
152.6,87.4,0.0,1010.0,4.584,nan
156.9,90.4,0.0,1010.0,4.56,nan
118.5,92.5,0.0,1010.0,4.393,nan
109.5,93.6,0.0,1010.0,4.412,nan
109.8,93.2,0.0,1010.0,4.659,nan
92.8,92.0,0.0,1010.0,4.838,nan
99.6,91.3,0.0,1010.0,5.131,nan
90.4,91.5,0.0,1010.0,5.166,nan
96.0,92.2,0.0,1010.0,5.195,nan
99.4,93.0,0.0,1010.0,5.175,nan
93.5,93.2,0.0,1010.0,5.207,nan
86.7,93.4,0.0,1010.0,5.078,nan
78.39,93.3,0.0,1010.0,5.016,nan
82.2,93.4,0.0,1010.0,5.049,nan
83.2,93.2,0.0,1010.0,5.149,nan
84.8,92.7,0.0,1010.0,5.226,nan
74.88,93.0,0.0,1010.0,5.23,nan
73.28,93.7,0.0,1010.0,5.12,nan
73.28,94.1,0.0,1010.0,4.987,nan
70.73,94.4,0.0,1010.0,4.968,nan
66.81,94.3,0.0,1010.0,4.93,nan
52.24,94.1,0.0,1010.0,4.845,nan
41.04,93.8,0.0,1011.0,4.789,nan
32.49,93.3,0.0,1010.0,4.779,nan
26.52,93.1,0.0,1010.0,4.727,nan
18.52,93.3,0.0,1011.0,4.619,nan
10.97,93.3,0.0,1011.0,4.554,nan
7.112,93.2,0.0,1011.0,4.471,nan
5.071,92.8,0.0,1011.0,4.479,nan
3.486,92.0,0.0,1011.0,4.601,nan
3.414,91.9,0.0,1011.0,4.502,nan
3.319,91.8,0.0,1011.0,4.408,nan
2.876,91.4,0.0,1011.0,4.403,nan
2.903,91.0,0.0,1011.0,4.418,nan
2.801,90.5,0.0,1011.0,4.422,nan
2.786,90.4,0.0,1011.0,4.361,nan
2.757,89.5,0.0,1011.0,4.413,nan
2.823,89.1,0.0,1011.0,4.408,nan
2.664,88.8,0.0,1011.0,4.394,nan
2.643,88.3,0.0,1011.0,4.427,nan
2.68,87.9,0.0,1011.0,4.456,nan
2.496,86.4,0.0,1011.0,4.57,nan
2.806,86.0,0.0,1011.0,4.612,nan
2.737,85.5,0.0,1011.0,4.617,nan
2.859,85.1,0.0,1011.0,4.56,nan
2.914,85.4,0.0,1011.0,4.603,nan
2.809,85.5,0.0,1011.0,4.503,nan
2.59,84.2,0.0,1011.0,4.593,nan
2.341,82.0,0.0,1011.0,4.788,nan
2.46,81.5,0.0,1011.0,4.892,nan
3.65,84.0,0.0,1011.0,4.602,nan
2.992,83.8,0.0,1011.0,4.485,nan
2.635,82.3,0.0,1011.0,4.816,nan
3.43,83.2,0.0,1010.0,4.56,nan
2.135,81.5,0.0,1010.0,4.736,nan
2.814,81.0,0.0,1010.0,4.854,nan
2.772,81.3,0.0,1010.0,4.968,nan
3.186,82.8,0.0,1010.0,4.764,nan
2.896,83.6,0.0,1010.0,4.731,nan
2.767,84.6,0.0,1010.0,4.788,nan
2.825,84.9,0.0,1010.0,4.722,nan
2.716,85.0,0.0,1010.0,4.768,nan
2.759,85.0,0.0,1010.0,4.766,nan
2.799,85.4,0.0,1010.0,4.802,nan
3.012,85.9,0.0,1010.0,4.732,nan
2.819,85.5,0.0,1010.0,4.79,nan
2.375,84.3,0.0,1010.0,4.931,nan
2.944,85.5,0.0,1010.0,4.943,nan
2.813,85.4,0.0,1010.0,4.895,nan
2.78,86.1,0.0,1010.0,4.839,nan
2.845,86.3,0.0,1010.0,4.839,nan
2.727,86.6,0.0,1010.0,4.818,nan
3.173,87.6,0.0,1010.0,4.688,nan
3.112,88.2,0.0,1010.0,4.626,nan
2.958,88.7,0.0,1009.0,4.629,nan
2.427,84.9,0.0,1009.0,4.863,nan
2.781,83.8,0.0,1009.0,4.866,nan
3.142,84.1,0.0,1009.0,4.866,nan
2.751,83.4,0.0,1009.0,4.809,nan
2.6,81.6,0.0,1009.0,4.836,nan
2.57,81.1,0.0,1009.0,4.945,nan
3.055,82.1,0.0,1009.0,4.874,nan
3.232,83.4,0.0,1008.0,4.799,nan
3.267,83.1,0.0,1008.0,4.689,nan
2.991,82.9,0.0,1008.0,4.732,nan
3.098,84.2,0.0,1008.0,4.693,nan
3.444,86.0,0.0,1008.0,4.48,nan
2.975,87.8,0.0,1008.0,4.397,nan
3.116,88.2,0.0,1008.0,4.333,nan
2.957,88.6,0.0,1008.0,4.291,nan
2.897,88.4,0.0,1008.0,4.226,nan
3.056,88.6,0.0,1007.0,4.247,nan
3.063,88.7,0.0,1007.0,4.19,nan
2.799,87.9,0.0,1007.0,4.169,nan
2.999,88.6,0.0,1007.0,4.158,nan
3.123,88.5,0.0,1007.0,4.131,nan
3.269,89.4,0.0,1006.0,4.131,nan
2.848,89.6,0.0,1006.0,4.109,nan
2.955,89.9,0.2,1006.0,4.128,nan
2.999,90.6,0.0,1006.0,4.081,nan
2.726,90.8,0.2,1006.0,4.081,nan
2.856,91.0,0.2,1005.0,4.071,nan
2.753,91.5,0.0,1005.0,4.081,nan
2.635,91.8,0.2,1005.0,4.185,nan
2.772,91.4,0.2,1005.0,4.347,nan
3.2,91.9,0.2,1004.0,4.242,nan
2.852,92.1,0.0,1004.0,4.209,nan
2.801,92.4,0.2,1004.0,4.237,nan
2.968,92.6,0.2,1003.0,4.209,nan
3.055,92.8,0.2,1003.0,4.18,nan
2.723,92.3,0.0,1003.0,4.219,nan
2.61,92.2,0.2,1003.0,4.275,nan
2.51,91.8,0.0,1002.0,4.451,nan
3.014,91.9,0.0,1002.0,4.474,nan
2.86,92.2,0.0,1002.0,4.446,nan
3.099,92.5,0.2,1002.0,4.399,nan
2.845,93.3,0.2,1002.0,4.418,nan
2.605,93.0,0.4,1002.0,4.517,nan
2.538,92.5,0.2,1002.0,4.764,nan
3.036,93.2,0.4,1002.0,4.665,nan
3.016,93.1,0.4,1002.0,4.66,nan
2.729,93.2,0.4,1001.0,4.697,nan
3.144,93.4,0.4,1001.0,4.772,nan
3.634,93.4,0.4,1001.0,4.772,nan
4.639,93.7,0.4,1001.0,4.749,nan
5.545,93.8,0.4,1001.0,4.804,nan
6.326,93.3,0.2,1001.0,4.836,nan
6.672,93.2,0.4,1001.0,4.91,nan
7.477,93.3,0.4,1001.0,4.99,nan
8.35,93.1,0.6,1001.0,5.027,nan
9.87,93.2,0.4,1001.0,5.017,nan
13.5,93.2,0.4,1000.0,5.145,nan
14.99,93.3,0.4,1000.0,5.136,nan
14.52,93.3,0.4,1000.0,5.164,nan
17.09,93.3,0.2,1000.0,5.216,nan
19.22,92.3,0.2,999.0,5.434,nan
19.21,92.3,0.2,999.0,5.544,nan
20.55,92.2,0.2,999.0,5.685,nan
26.59,92.5,0.2,999.0,5.704,nan
27.62,92.5,0.2,999.0,5.756,nan
25.31,92.6,0.4,998.0,5.771,nan
25.57,93.0,0.2,998.0,5.913,nan
27.49,93.2,0.4,998.0,5.88,nan
28.02,93.1,0.6,998.0,5.894,nan
31.03,93.4,0.2,997.0,6.098,nan
21.9,94.0,0.2,997.0,6.231,nan
22.06,94.7,0.2,997.0,6.445,nan
18.46,93.1,0.2,997.0,7.035,nan
17.36,93.8,0.6,996.0,6.681,nan
13.81,93.9,0.6,996.0,6.629,nan
10.77,94.8,0.8,996.0,6.85,nan
13.75,93.5,0.6,996.0,7.403,nan
15.45,93.5,0.2,996.0,7.028,nan
14.41,93.7,0.2,995.0,6.8,nan
11.65,94.5,0.2,995.0,6.857,nan
12.19,94.6,0.6,995.0,6.795,nan
8.26,95.4,0.6,995.0,6.734,nan
5.646,96.2,0.2,995.0,7.005,nan
5.718,95.6,0.2,995.0,7.716,nan
10.53,96.5,0.2,995.0,7.393,nan
9.86,96.4,0.0,995.0,7.662,nan
5.859,96.8,0.0,995.0,7.626,nan
4.478,97.0,0.2,995.0,8.2,nan
4.341,96.9,0.0,995.0,8.6,nan
5.917,97.0,0.2,995.0,8.67,nan
4.482,97.1,0.0,995.0,8.75,nan
3.74,97.0,0.0,995.0,8.92,nan
3.116,97.5,0.0,995.0,9.03,nan
2.617,97.7,0.2,995.0,9.04,nan
2.673,97.8,0.0,995.0,9.11,nan
2.763,98.0,0.0,995.0,9.11,nan
2.769,98.2,0.2,995.0,9.09,nan
2.618,98.3,0.0,995.0,9.12,nan
2.53,98.3,0.0,996.0,9.19,nan
2.682,98.5,0.0,996.0,9.2,nan
2.689,98.6,0.2,996.0,9.25,nan
2.659,98.6,0.2,996.0,9.24,nan
2.664,98.7,0.0,996.0,9.29,nan
2.897,98.7,0.0,996.0,9.3,nan
3.092,98.9,0.0,996.0,9.25,nan
3.291,99.0,0.0,996.0,9.1,nan
2.491,98.9,0.0,996.0,9.21,nan
2.699,98.8,0.2,996.0,9.26,nan
2.876,98.9,0.0,996.0,9.24,nan
2.68,99.0,0.0,996.0,9.25,nan
2.721,99.0,0.0,996.0,9.29,nan
2.842,99.0,0.0,996.0,9.21,nan
2.962,99.0,0.2,996.0,9.18,nan
2.784,99.0,0.0,996.0,9.27,nan
2.968,99.1,0.0,997.0,9.23,nan
2.956,99.1,0.0,997.0,9.15,nan
3.039,99.1,0.0,997.0,9.06,nan
3.0,99.1,0.0,997.0,9.03,nan
2.837,99.1,0.0,997.0,9.01,nan
3.053,99.2,0.0,997.0,8.98,nan
2.991,99.3,0.0,997.0,8.94,nan
3.0,99.2,0.0,997.0,8.87,nan
2.884,99.2,0.0,997.0,8.87,nan
2.903,99.2,0.0,997.0,8.85,nan
2.873,99.3,0.0,997.0,8.84,nan
2.657,99.2,0.0,998.0,8.87,nan
2.845,99.3,0.0,998.0,8.92,nan
3.21,99.2,0.0,998.0,8.8,nan
3.154,99.3,0.2,998.0,8.75,nan
2.868,99.3,0.0,998.0,8.71,nan
2.696,99.3,0.0,998.0,8.7,nan
2.778,99.2,0.0,998.0,8.7,nan
2.725,99.2,0.0,998.0,8.75,nan
2.784,99.2,0.0,998.0,8.75,nan
2.823,99.3,0.2,998.0,8.73,nan
2.795,99.3,0.0,998.0,8.72,nan
2.876,99.3,0.0,998.0,8.72,nan
2.887,99.4,0.0,999.0,8.68,nan
2.758,99.4,0.0,999.0,8.7,nan
2.68,99.4,0.0,999.0,8.75,nan
2.825,99.4,0.0,999.0,8.73,nan
2.962,99.3,0.0,999.0,8.69,nan
2.995,99.3,0.0,999.0,8.68,nan
2.993,99.3,0.2,999.0,8.66,nan
2.914,99.4,0.0,999.0,8.61,nan
2.865,99.3,0.0,999.0,8.63,nan
2.789,99.4,0.0,999.0,8.61,nan
2.904,99.4,0.0,1000.0,8.61,nan
2.99,99.3,0.0,999.0,8.63,nan
2.999,99.3,0.0,999.0,8.5,nan
2.861,99.3,0.0,999.0,8.51,nan
3.151,99.4,0.0,999.0,8.43,nan
3.055,99.4,0.0,999.0,8.41,nan
2.92,99.4,0.0,999.0,8.4,nan
2.813,99.4,0.0,999.0,8.43,nan
2.768,99.4,0.0,999.0,8.43,nan
2.83,99.4,0.0,999.0,8.38,nan
