solar,hum,rain,press,temp,count
3.07,85.7,0.0,982.0,8.3,nan
2.716,84.8,0.0,982.0,8.3,nan
2.554,84.4,0.0,982.0,8.34,nan
2.696,84.4,0.0,982.0,8.36,nan
2.504,84.4,0.0,982.0,8.4,nan
2.722,84.7,0.0,982.0,8.46,nan
2.775,83.1,0.0,982.0,8.43,nan
3.08,83.5,0.0,982.0,8.45,nan
2.852,82.7,0.0,982.0,8.44,nan
2.917,84.1,0.0,982.0,8.43,nan
2.813,83.5,0.0,982.0,8.41,nan
2.801,84.0,0.0,982.0,8.4,nan
2.797,84.6,0.0,982.0,8.41,nan
3.057,85.6,0.0,982.0,8.42,nan
3.272,89.0,0.2,982.0,8.41,nan
4.715,93.0,0.0,982.0,7.961,nan
3.439,92.9,0.2,982.0,7.782,nan
3.16,91.3,0.0,982.0,7.753,nan
2.5,88.3,0.0,982.0,7.936,nan
3.87,92.7,0.8,982.0,7.903,nan
3.062,93.3,0.0,982.0,7.677,nan
2.87,93.2,0.0,982.0,7.687,nan
3.139,92.4,0.2,982.0,7.65,nan
3.12,92.9,0.2,982.0,7.601,nan
2.668,95.1,0.2,983.0,7.58,nan
2.817,93.8,0.0,983.0,7.581,nan
2.966,92.9,0.2,983.0,7.632,nan
2.693,91.3,0.0,983.0,7.713,nan
2.644,90.1,0.0,983.0,7.842,nan
2.582,87.9,0.0,983.0,8.05,nan
2.767,87.3,0.0,983.0,8.09,nan
2.645,87.2,0.0,983.0,8.17,nan
2.855,87.0,0.0,983.0,8.12,nan
2.794,85.4,0.0,983.0,8.13,nan
2.963,87.3,0.0,983.0,8.11,nan
2.854,87.6,0.0,983.0,8.1,nan
2.74,87.5,0.0,983.0,8.14,nan
2.612,87.5,0.0,983.0,8.15,nan
2.519,87.3,0.0,984.0,8.21,nan
2.691,89.0,0.0,984.0,8.2,nan
2.692,89.4,0.0,984.0,8.16,nan
2.793,89.7,0.0,984.0,8.08,nan
2.882,89.3,0.0,984.0,8.03,nan
2.799,88.5,0.0,984.0,8.05,nan
2.941,87.6,0.0,984.0,8.03,nan
2.938,88.9,0.0,984.0,7.956,nan
3.349,89.8,0.0,984.0,7.927,nan
3.557,90.5,0.0,985.0,7.784,nan
3.534,91.9,0.0,985.0,7.683,nan
4.697,93.2,0.2,985.0,7.376,nan
4.791,94.1,0.0,985.0,6.709,nan
3.494,94.7,0.2,986.0,6.595,nan
3.174,94.9,0.0,986.0,6.551,nan
3.278,95.2,0.0,987.0,6.527,nan
2.85,94.8,0.0,987.0,6.437,nan
3.356,93.5,0.0,987.0,6.477,nan
3.504,93.3,0.0,987.0,6.396,nan
4.131,93.4,0.0,988.0,6.254,nan
3.779,94.2,0.0,988.0,5.984,nan
3.3,94.8,0.0,989.0,5.775,nan
2.871,95.2,0.0,989.0,5.664,nan
2.07,95.4,0.0,990.0,5.755,nan
1.97,95.1,0.0,990.0,5.93,nan
2.421,94.6,0.0,990.0,6.092,nan
2.66,92.8,0.0,991.0,6.179,nan
2.53,90.4,0.0,992.0,6.291,nan
2.512,90.2,0.0,992.0,6.397,nan
2.607,90.1,0.0,992.0,6.502,nan
3.439,90.3,0.0,993.0,6.459,nan
5.161,90.8,0.0,993.0,6.116,nan
6.049,91.2,0.0,994.0,5.946,nan
7.022,90.8,0.0,994.0,5.849,nan
9.18,91.1,0.0,994.0,5.804,nan
14.56,90.6,0.0,995.0,5.688,nan
36.59,88.9,0.0,995.0,6.25,nan
51.16,89.0,0.0,996.0,6.426,nan
63.13,88.6,0.0,996.0,6.557,nan
74.14,88.4,0.0,996.0,6.664,nan
49.19,88.1,0.0,996.0,6.656,nan
124.1,87.4,0.0,997.0,6.8,nan
113.6,87.5,0.0,997.0,6.909,nan
129.1,86.7,0.0,998.0,6.928,nan
136.6,86.9,0.0,998.0,7.099,nan
145.3,84.6,0.0,998.0,7.173,nan
164.6,82.3,0.0,999.0,7.188,nan
169.3,81.6,0.0,999.0,7.206,nan
174.2,82.1,0.0,999.0,7.26,nan
178.1,80.6,0.0,999.0,7.303,nan
178.0,81.0,0.0,1000.0,7.362,nan
182.7,80.7,0.0,1000.0,7.566,nan
114.6,80.3,0.0,1000.0,7.597,nan
174.6,77.04,0.0,1000.0,7.559,nan
151.8,77.92,0.0,1000.0,7.658,nan
174.2,76.19,0.0,1000.0,7.611,nan
179.6,69.41,0.0,1001.0,7.81,nan
167.8,68.97,0.0,1001.0,7.748,nan
155.8,69.99,0.0,1001.0,7.592,nan
148.5,71.78,0.0,1002.0,7.62,nan
137.4,71.21,0.0,1002.0,7.554,nan
108.4,68.53,0.0,1002.0,7.454,nan
94.7,69.45,0.0,1003.0,7.336,nan
50.14,71.21,0.0,1003.0,7.217,nan
25.43,72.77,0.0,1003.0,6.921,nan
26.89,74.67,0.0,1003.0,6.766,nan
18.83,76.02,0.0,1004.0,6.721,nan
20.23,75.69,0.0,1004.0,6.618,nan
13.32,77.42,0.0,1004.0,6.533,nan
9.77,78.2,0.0,1004.0,6.362,nan
7.251,79.66,0.0,1004.0,6.282,nan
4.399,79.66,0.0,1005.0,6.136,nan
2.795,75.86,0.0,1005.0,6.188,nan
2.004,75.66,0.0,1005.0,6.455,nan
2.223,74.47,0.0,1005.0,6.649,nan
3.38,74.48,0.0,1005.0,6.697,nan
3.89,76.68,0.0,1006.0,6.216,nan
3.651,76.41,0.0,1006.0,6.099,nan
3.514,77.16,0.0,1006.0,5.984,nan
2.883,76.93,0.0,1006.0,5.888,nan
2.356,76.39,0.0,1007.0,5.977,nan
2.373,75.81,0.0,1007.0,6.16,nan
3.186,75.61,0.0,1007.0,6.131,nan
2.587,76.76,0.0,1007.0,6.174,nan
2.67,76.18,0.0,1007.0,6.127,nan
2.42,74.96,0.0,1008.0,6.245,nan
2.85,76.69,0.0,1008.0,6.407,nan
3.302,77.47,0.0,1008.0,6.307,nan
3.013,78.39,0.0,1008.0,6.326,nan
2.276,79.2,0.0,1008.0,6.335,nan
2.005,79.71,0.0,1008.0,6.397,nan
2.767,83.8,0.0,1009.0,6.584,nan
3.818,85.6,0.0,1008.0,6.52,nan
3.103,87.2,0.0,1009.0,6.411,nan
3.376,89.1,0.0,1009.0,6.39,nan
4.023,88.9,0.0,1009.0,6.167,nan
3.866,88.7,0.0,1009.0,5.785,nan
3.43,89.9,0.0,1009.0,5.636,nan
2.654,90.4,0.0,1009.0,5.589,nan
2.8,90.3,0.0,1009.0,5.576,nan
3.651,90.4,0.0,1009.0,5.547,nan
2.497,92.0,0.0,1010.0,5.4,nan
2.344,91.8,0.0,1010.0,5.419,nan
3.404,91.5,0.0,1010.0,5.376,nan
4.336,91.8,0.0,1010.0,5.291,nan
4.696,91.7,0.0,1010.0,5.139,nan
2.162,91.9,0.0,1010.0,5.302,nan
2.534,91.4,0.0,1011.0,5.433,nan
2.741,92.9,0.0,1011.0,5.328,nan
2.1,94.5,0.0,1011.0,5.419,nan
2.507,94.8,0.0,1011.0,5.528,nan
2.372,94.8,0.0,1011.0,5.195,nan
2.873,95.2,0.0,1011.0,5.053,nan
2.593,95.6,0.0,1011.0,5.257,nan
2.22,94.5,0.0,1011.0,5.639,nan
3.771,92.9,0.0,1011.0,5.63,nan
3.456,91.2,0.0,1012.0,5.635,nan
2.466,91.5,0.0,1012.0,5.612,nan
1.511,93.0,0.0,1012.0,5.837,nan
2.021,94.1,0.0,1012.0,6.037,nan
2.378,95.2,0.0,1012.0,6.011,nan
3.474,94.8,0.0,1012.0,6.179,nan
2.685,93.6,0.0,1012.0,6.098,nan
2.546,92.5,0.0,1012.0,6.112,nan
2.666,91.7,0.0,1012.0,6.179,nan
2.803,92.4,0.2,1012.0,6.188,nan
2.754,93.1,0.0,1012.0,6.069,nan
2.415,92.9,0.0,1012.0,6.193,nan
2.579,93.6,0.0,1012.0,6.283,nan
3.579,93.6,0.0,1012.0,6.296,nan
2.317,94.4,0.0,1013.0,6.285,nan
2.925,95.1,0.0,1013.0,6.509,nan
3.454,93.6,0.0,1013.0,6.515,nan
4.504,93.2,0.0,1013.0,6.323,nan
4.296,93.3,0.0,1013.0,5.948,nan
3.356,93.0,0.0,1013.0,5.733,nan
3.069,92.9,0.0,1013.0,5.575,nan
2.361,93.2,0.0,1014.0,5.476,nan
2.281,94.2,0.0,1014.0,5.448,nan
2.41,93.7,0.0,1013.0,5.595,nan
2.507,93.7,0.0,1013.0,5.785,nan
2.279,93.9,0.0,1014.0,6.008,nan
2.452,92.3,0.0,1014.0,6.084,nan
2.857,91.9,0.0,1014.0,6.07,nan
3.395,91.1,0.0,1014.0,6.045,nan
2.591,91.3,0.0,1014.0,6.055,nan
2.874,92.2,0.0,1014.0,6.106,nan
2.869,93.2,0.0,1014.0,6.083,nan
3.243,93.2,0.0,1014.0,6.15,nan
3.742,93.2,0.0,1014.0,6.086,nan
3.747,93.4,0.0,1014.0,6.044,nan
5.15,94.5,0.0,1015.0,5.238,nan
5.444,95.5,0.0,1015.0,5.153,nan
6.323,96.3,0.0,1015.0,4.983,nan
7.63,96.7,0.0,1015.0,4.863,nan
15.96,97.0,0.0,1015.0,5.083,nan
64.86,97.1,0.0,1015.0,5.033,nan
96.1,97.7,0.0,1015.0,5.208,nan
71.09,96.2,0.0,1015.0,6.126,nan
56.11,94.2,0.0,1015.0,6.251,nan
66.43,94.2,0.0,1016.0,5.97,nan
37.38,95.2,0.0,1016.0,5.381,nan
75.61,95.8,0.0,1016.0,5.125,nan
73.06,96.4,0.0,1016.0,5.344,nan
64.28,96.5,0.0,1016.0,5.376,nan
112.4,96.9,0.0,1016.0,5.415,nan
63.26,96.7,0.0,1016.0,5.899,nan
solar,hum,rain,press,temp,count
3.089,88.2,0.0,1015.0,10.66,3.24072717586735
3.326,90.7,0.0,1016.0,9.84,3.2095487066593287
3.627,92.4,0.0,1016.0,6.386,3.2178679090161686
6.679,87.7,0.0,1017.0,7.079,3.226969384244926
271.7,76.5,0.0,1017.0,9.91,3.20539689062393
17.65,82.3,0.0,1018.0,9.04,3.204878048780488
2.925,81.4,0.0,1019.0,7.782,3.212945205479452
2.698,83.7,0.0,1018.0,7.223,3.1724375301163352
2.579,82.9,0.0,1019.0,7.374,3.18668407310705
7.156,81.9,0.0,1019.0,7.227,3.1991741225051618
264.7,73.96,0.0,1021.0,9.68,3.201111568546727
15.17,69.29,0.0,1020.0,8.43,3.2014294550202735
2.781,67.88,0.0,1020.0,6.268,3.190691927512356
3.941,86.9,0.0,1020.0,5.053,3.21546695944555
1.363,84.6,0.0,1017.0,6.602,3.2250411409764124
7.183,75.42,0.0,1016.0,7.069,3.239672829747749
87.0,72.94,0.0,1016.0,8.49,3.2499312052834344
9.07,78.8,0.0,1014.0,6.621,3.238625429553265
3.429,80.6,0.0,1013.0,4.971,3.2590357314313145
2.966,89.1,0.0,1011.0,5.054,3.250376248460802
2.077,81.5,0.0,1009.0,5.154,3.2780642056781466
6.125,81.6,0.0,1008.0,5.073,3.2994780936684522
3.32,85.6,0.0,981.0,8.99,nan
2.327,84.8,0.0,982.0,7.823,nan
3.817,91.5,0.0,984.0,7.142,nan
3.279,79.52,0.0,985.0,7.886,nan
2.827,87.1,0.0,988.0,7.085,nan
87.7,80.2,0.0,991.0,7.469,nan
4.339,80.2,0.0,992.0,7.189,nan
2.659,79.02,0.0,993.0,7.194,nan
3.958,81.6,0.0,994.0,6.695,nan
2.394,86.2,0.0,993.0,5.491,nan
3.005,91.9,0.0,990.0,6.643,nan
35.59,95.5,0.0,985.0,8.34,nan
2.978,98.6,0.0,984.0,9.66,nan
2.673,99.0,0.0,983.0,9.49,nan
2.761,99.2,0.0,982.0,9.2,nan
2.809,99.3,0.0,981.0,8.99,nan
3.235,99.4,0.0,981.0,9.06,nan
71.91,98.7,0.0,981.0,10.91,nan
3.457,93.4,0.0,980.0,11.04,nan
2.818,90.3,0.0,980.0,10.8,nan
3.299,93.0,0.0,981.0,10.1,nan
2.814,92.3,0.0,983.0,8.38,nan
3.643,89.7,0.0,983.0,7.19,nan
145.9,75.07,0.0,987.0,7.098,nan
17.63,80.8,0.0,1006.0,11.88,nan
105.4,70.56,0.0,985.0,8.01,3.6284184356473514
4.2,72.03,0.0,985.0,6.975,3.731771003329199
2.836,78.67,0.0,985.0,7.787,3.765031752465883
2.616,78.9,0.0,984.0,8.82,3.7843507588532885
1.927,85.6,0.0,985.0,8.42,3.807390362750406
2.763,84.2,0.0,988.0,8.29,3.7869594594594593
32.99,81.4,0.0,987.0,8.52,3.782723398498275
2.712,94.8,0.0,981.0,7.768,3.7725487540628384
2.916,82.6,0.0,982.0,8.47,3.7775745257452575
2.649,88.6,0.0,983.0,7.963,3.7501014473150276
2.722,92.9,0.0,985.0,7.59,3.7468054898248937
4.473,90.2,0.0,993.0,6.325,3.727592743027349
177.3,81.2,0.0,1000.0,7.488,3.6806073341015386
5.955,79.93,0.0,1005.0,6.15,3.686688863219406
2.369,82.2,0.0,1008.0,6.497,3.661059316308607
2.17,94.7,0.0,1011.0,5.49,3.611911039004935
2.344,95.1,0.0,1013.0,6.371,3.6380758807588074
4.251,92.6,0.0,1014.0,5.845,3.6047956771361025
nan,nan,nan,nan,nan,3.558592692828146
74.14,77.2,0.0,1005.0,5.111,3.2917974614439744
7.888,83.2,0.0,1004.0,4.579,3.202522402920677
2.504,89.2,0.0,1003.0,5.011,3.2816700610997964
3.687,89.7,0.0,1003.0,5.771,3.314976309826272
3.129,89.8,0.0,1003.0,5.007,3.318234690386589
3.943,85.1,0.0,1003.0,5.777,3.2959113906741417
130.0,69.76,0.0,1003.0,7.761,3.285125386465132
6.677,80.1,0.0,1004.0,5.461,3.296614834181918
3.247,85.6,0.0,1004.0,5.006,3.304619397350539
1.808,87.2,0.0,1003.0,4.319,nan
2.618,82.6,0.0,1003.0,5.571,3.289622544482156
6.676,88.9,0.0,1004.0,3.007,3.317741603132083
88.0,74.18,0.0,1004.0,6.421,3.3185846788045343
7.529,85.3,0.0,1004.0,4.665,3.2684462696783023
3.979,87.2,0.0,1004.0,3.658,3.2927968138433017
3.929,84.2,0.0,1005.0,4.27,3.3271028037383177
3.388,82.0,0.0,1004.0,4.501,3.298226391837294
3.818,77.85,0.0,1006.0,4.879,3.305254493071752
206.4,72.81,0.0,1006.0,6.576,3.311074471008519
8.07,79.73,0.0,1006.0,4.27,3.2947671627460395
2.64,82.5,0.0,1007.0,4.381,3.305639407244786
3.671,89.3,0.0,1006.0,3.387,3.320220082530949
2.162,91.4,0.0,1005.0,3.473,3.306463774076359
6.032,89.0,0.0,1002.0,3.591,3.320869923161361
59.52,80.7,0.0,998.0,5.505,3.3246726537327755
3.004,93.6,1.0,995.0,5.044,3.3684931506849316
2.348,91.1,0.0,995.0,6.44,3.356537905391448
2.921,93.2,0.0,995.0,6.567,3.3431244410813785
4.383,89.8,0.2,992.0,7.499,3.3442814845417614
2.982,92.0,0.0,988.0,9.77,3.368515328970031
56.12,89.1,0.0,983.0,13.16,3.38420144877544
3.319,75.44,0.0,981.0,13.25,3.4374914042084996
2.939,90.6,0.0,986.0,10.45,3.40066020218692
4.445,90.8,0.2,989.0,9.64,3.3800537227081753
2.443,81.7,0.0,985.0,9.23,3.3819296191722334
2.604,86.1,0.0,976.0,12.82,3.447462522349058
44.63,96.0,0.0,978.0,7.711,3.4995539696699374
83.3,81.0,0.0,1014.0,12.7,3.668804600243282
2.737,90.9,0.0,1011.0,12.21,nan
7.271,81.8,0.0,992.0,5.503,3.4356128089169067
1.98,90.0,0.0,997.0,3.203,3.4000825195984046
3.362,96.2,0.0,1001.0,3.389,3.3777364725320114
3.891,96.7,0.0,1005.0,2.221,3.383403289066263
5.099,98.5,0.0,1009.0,0.991,3.36356141797197
100.4,91.3,0.0,1010.0,5.04,3.369475423378769
3.878,92.5,0.0,1011.0,4.544,3.353406744666208
2.094,82.5,0.0,1011.0,4.755,3.3360904328646264
2.561,87.2,0.0,1009.0,4.689,3.3649217187392235
2.866,89.5,0.0,1006.0,4.152,3.3311322052551935
3.025,93.4,0.6,1001.0,4.621,3.3662039582188017
35.36,93.7,0.2,997.0,5.965,3.3682616179001723
3.83,97.2,0.0,995.0,8.92,3.455434632869541
3.004,99.1,0.0,997.0,9.18,3.461066703417861
2.795,99.3,0.0,999.0,8.69,3.626177218670516
2.719,99.4,0.0,999.0,8.43,3.6587579946358573
2.913,98.6,0.2,998.0,9.65,3.720244220347122
nan,nan,nan,nan,nan,3.5711376595166984
nan,nan,nan,nan,nan,3.5554272517321017
nan,nan,nan,nan,nan,3.5655948989282322
nan,nan,nan,nan,nan,3.5639337586534547
nan,nan,nan,nan,nan,3.554275647106654
nan,nan,nan,nan,nan,3.603562720130046
nan,nan,nan,nan,nan,3.6545713510580575
nan,nan,nan,nan,nan,3.5837113262473768
nan,nan,nan,nan,nan,3.633559322033898
nan,nan,nan,nan,nan,3.58145875937287
nan,nan,nan,nan,nan,3.530481574824603
nan,nan,nan,nan,nan,3.588451586545009
nan,nan,nan,nan,nan,3.5976138828633406
nan,nan,nan,nan,nan,3.6078404774823656
nan,nan,nan,nan,nan,3.592793648639479
nan,nan,nan,nan,nan,3.6220268520411643
nan,nan,nan,nan,nan,3.6312274245212293
235.8,73.35,0.0,1004.0,6.867,3.302877995042688
6.585,82.9,0.0,1001.0,5.21,1.8237496282560397
2.74,84.1,0.0,1001.0,4.57,3.314897108087783
3.005,88.3,0.0,998.0,4.596,3.334546703296703
2.858,88.8,0.0,996.0,3.25,3.321531297082591
3.912,89.3,0.0,998.0,3.069,nan
204.5,82.9,0.0,1001.0,4.442,nan
6.671,85.9,0.0,1004.0,3.397,nan
2.736,81.8,0.0,1007.0,4.538,3.347435568427613
2.774,86.5,0.0,1009.0,2.196,3.2381147821328407
2.529,82.1,0.0,1009.0,2.077,3.2863605209047293
5.639,82.5,0.0,1009.0,1.483,3.266735183281946
52.08,84.6,0.0,1008.0,5.111,3.2940130003421144
4.108,89.9,0.0,1007.0,5.484,3.304987343504139
15.59,97.4,0.0,997.0,10.54,3.693806727175654
3.212,99.2,0.0,997.0,10.74,3.5513591217982228
3.151,99.4,0.0,997.0,9.83,3.64231891928586
2.274,98.5,0.0,993.0,10.19,3.700743874974408
2.804,99.0,0.4,986.0,11.32,3.6648428638153066
2.794,76.12,0.0,986.0,8.49,3.768807092960774
2.765,87.7,0.0,1007.0,5.476,3.4144316730523627
2.956,87.2,0.0,1007.0,5.339,3.278904109589041
2.682,88.5,0.0,1006.0,5.073,3.286979810465595
8.31,92.6,0.0,1005.0,3.003,3.283764318540366
8.62,85.2,0.0,1014.0,11.61,3.2624369633365133
2.404,78.76,0.0,992.0,9.15,nan
2.12,80.6,0.2,992.0,9.05,nan
1.311,80.5,0.0,992.0,8.9,nan
0.645,81.7,0.0,992.0,8.97,nan
0.714,79.92,0.0,992.0,8.92,nan
0.4,79.24,0.0,992.0,9.08,nan
1.185,79.58,0.0,992.0,9.07,nan
0.759,80.4,0.0,992.0,9.01,nan
0.692,80.0,0.0,992.0,9.04,nan
1.048,81.0,0.0,992.0,9.07,nan
1.26,81.0,0.0,992.0,8.93,nan
1.236,81.6,0.0,992.0,8.89,nan
1.495,81.6,0.0,992.0,8.85,nan
3.098,86.6,0.0,992.0,8.64,nan
2.492,89.7,0.0,992.0,8.32,nan
1.577,90.7,0.0,992.0,8.12,nan
1.63,92.3,0.0,992.0,8.01,nan
1.548,93.4,0.0,992.0,7.857,nan
1.409,94.1,0.2,992.0,7.74,nan
1.367,94.8,0.2,992.0,7.647,nan
1.347,95.2,0.0,992.0,7.556,nan
1.453,95.5,0.2,992.0,7.494,nan
1.438,95.9,0.0,992.0,7.331,nan
1.422,96.3,0.0,992.0,7.253,nan
1.369,96.7,0.2,992.0,7.23,nan
1.34,96.9,0.2,992.0,7.092,nan
1.338,97.2,0.0,992.0,7.041,nan
1.401,97.3,0.0,992.0,6.946,nan
1.328,97.6,0.2,992.0,6.89,nan
1.221,97.8,0.2,992.0,6.842,nan
1.205,97.9,0.2,992.0,6.873,nan
1.367,97.9,0.0,992.0,6.838,nan
1.318,98.2,0.0,992.0,6.819,nan
1.254,98.0,0.0,992.0,6.754,nan
1.245,98.1,0.2,992.0,6.784,nan
1.202,98.1,0.0,992.0,6.723,nan
1.282,98.1,0.0,992.0,6.752,nan
1.362,98.2,0.0,992.0,6.71,nan
1.483,98.1,0.2,992.0,6.634,nan
1.39,98.1,0.0,993.0,6.582,nan
1.473,98.1,0.0,993.0,6.52,nan
1.591,98.1,0.0,993.0,6.487,nan
2.037,98.0,0.0,993.0,6.349,nan
2.162,97.9,0.0,993.0,6.273,nan
2.335,97.9,0.0,993.0,6.34,nan
2.586,97.7,0.0,993.0,6.277,nan
3.219,97.6,0.0,993.0,6.14,nan
6.116,97.7,0.0,993.0,6.022,nan
7.388,97.4,0.0,993.0,6.103,nan
8.13,97.1,0.0,993.0,6.117,nan
20.03,96.2,0.0,993.0,6.074,nan
32.27,95.4,0.0,994.0,6.175,nan
51.16,95.0,0.0,994.0,6.179,nan
63.45,93.8,0.0,994.0,6.274,nan
96.5,91.2,0.0,994.0,6.416,nan
137.7,89.8,0.0,994.0,6.758,nan
189.6,88.2,0.0,994.0,6.986,nan
109.6,84.7,0.0,994.0,7.313,nan
249.2,83.9,0.0,994.0,7.451,nan
396.4,79.79,0.0,994.0,7.712,nan
461.5,79.48,0.0,994.0,7.989,nan
322.9,77.85,0.0,994.0,8.16,nan
306.4,78.06,0.0,994.0,8.16,nan
234.8,78.05,0.0,994.0,8.25,nan
75.17,80.3,0.0,995.0,7.938,nan
101.4,79.75,0.0,995.0,7.71,nan
250.8,77.58,0.0,995.0,7.829,nan
268.5,72.29,0.0,994.0,8.24,nan
328.5,70.02,0.0,995.0,8.2,nan
376.9,67.85,0.0,995.0,8.37,nan
370.2,64.12,0.0,995.0,8.54,nan
372.8,63.64,0.0,995.0,8.48,nan
370.3,61.06,0.0,995.0,8.48,nan
367.4,57.88,0.0,995.0,8.46,nan
360.7,60.39,0.0,995.0,8.47,nan
362.0,60.22,0.0,995.0,8.63,nan
363.6,58.35,0.0,995.0,8.64,nan
362.7,60.96,0.0,995.0,8.5,nan
354.7,57.81,0.0,996.0,8.58,nan
343.0,60.28,0.0,996.0,8.61,nan
315.1,63.03,0.0,996.0,8.6,nan
309.8,65.4,0.0,996.0,8.54,nan
299.0,63.61,0.2,996.0,8.65,nan
285.0,64.93,0.0,996.0,8.55,nan
270.0,62.28,0.0,996.0,8.6,nan
259.8,62.69,0.0,996.0,8.74,nan
169.9,65.81,0.0,996.0,8.6,nan
217.9,62.49,0.0,996.0,8.4,nan
201.4,62.59,0.0,996.0,8.57,nan
180.5,64.49,0.0,996.0,8.55,nan
141.1,65.64,0.0,996.0,8.46,nan
140.2,66.52,0.0,997.0,8.45,nan
48.6,67.77,0.0,997.0,8.05,nan
68.89,69.98,0.0,997.0,7.615,nan
62.5,69.95,0.0,997.0,7.756,nan
40.86,72.63,0.0,997.0,7.567,nan
17.2,74.39,0.0,997.0,7.286,nan
12.96,74.57,0.0,997.0,7.036,nan
9.71,71.65,0.0,997.0,6.745,nan
6.955,71.65,0.0,997.0,6.632,nan
5.554,72.0,0.0,997.0,6.594,nan
3.076,73.36,0.0,997.0,6.528,nan
1.708,74.85,0.0,998.0,6.486,nan
1.339,73.69,0.0,998.0,6.472,nan
1.806,74.24,0.0,998.0,6.449,nan
2.472,75.93,0.0,998.0,6.245,nan
1.16,76.21,0.0,998.0,6.14,nan
0.279,76.15,0.0,999.0,6.317,nan
0.016,75.27,0.0,999.0,6.529,nan
0.511,72.55,0.0,999.0,6.653,nan
2.676,73.5,0.0,999.0,6.371,nan
3.279,74.41,0.0,999.0,6.046,nan
2.624,76.21,0.0,999.0,5.755,nan
0.828,76.89,0.0,999.0,5.786,nan
1.598,76.96,0.0,999.0,5.907,nan
1.124,77.27,0.0,999.0,5.908,nan
1.402,78.66,0.0,1000.0,5.713,nan
0.215,78.73,0.0,1000.0,5.776,nan
2.105,78.93,0.0,1000.0,5.926,nan
3.056,80.9,0.0,1000.0,5.566,nan
2.536,80.0,0.0,1000.0,5.333,nan
2.173,80.3,0.0,1000.0,5.129,nan
1.619,80.9,0.0,1000.0,5.007,nan
1.057,83.8,0.0,1001.0,4.659,nan
0.465,88.0,0.0,1001.0,4.185,nan
1.12,88.0,0.0,1001.0,4.36,nan
2.045,87.7,0.0,1001.0,4.546,nan
2.605,86.7,0.0,1001.0,4.65,nan
2.203,86.3,0.0,1001.0,4.441,nan
1.924,87.4,0.0,1001.0,4.227,nan
1.671,87.2,0.0,1002.0,3.986,nan
1.708,86.7,0.0,1002.0,3.99,nan
1.665,88.2,0.0,1002.0,3.734,nan
0.765,86.8,0.0,1002.0,3.708,nan
0.668,84.0,0.0,1002.0,4.178,nan
1.646,84.7,0.0,1002.0,4.009,nan
2.792,85.8,0.0,1003.0,3.859,nan
1.923,87.5,0.0,1003.0,3.491,nan
0.597,88.3,0.0,1003.0,3.231,nan
0.329,85.9,0.0,1003.0,3.63,nan
1.103,84.9,0.0,1003.0,3.729,nan
1.636,88.3,0.0,1003.0,3.345,nan
1.23,86.5,0.0,1003.0,3.63,nan
0.792,87.9,0.0,1004.0,3.387,nan
0.813,87.8,0.0,1004.0,3.592,nan
1.19,86.2,0.0,1004.0,3.862,nan
1.689,88.5,0.0,1004.0,3.567,nan
1.869,90.2,0.0,1004.0,3.326,nan
0.985,89.9,0.0,1004.0,3.307,nan
0.652,87.1,0.0,1004.0,3.64,nan
0.653,83.6,0.0,1005.0,4.285,nan
1.799,84.6,0.0,1005.0,4.242,nan
1.447,85.8,0.0,1005.0,4.075,nan
1.193,85.1,0.0,1005.0,3.942,nan
0.371,87.0,0.0,1005.0,3.739,nan
1.011,86.0,0.0,1005.0,4.043,nan
0.886,85.6,0.0,1005.0,4.28,nan
1.653,88.8,0.0,1005.0,4.214,nan
1.448,89.3,0.0,1005.0,4.208,nan
2.311,91.6,0.0,1005.0,3.676,nan
1.698,91.2,0.0,1005.0,3.596,nan
1.505,93.6,0.0,1006.0,3.369,nan
0.056,93.0,0.0,1006.0,3.968,nan
0.171,89.5,0.0,1006.0,4.514,nan
0.623,87.8,0.0,1006.0,4.817,nan
0.049,86.0,0.0,1006.0,5.106,nan
0.361,85.6,0.0,1006.0,5.278,nan
0.573,82.9,0.0,1006.0,5.572,nan
2.121,84.6,0.0,1006.0,5.553,nan
2.573,85.4,0.0,1007.0,5.263,nan
3.102,88.2,0.0,1007.0,4.754,nan
1.144,88.6,0.0,1007.0,4.555,nan
0.453,88.2,0.0,1007.0,4.741,nan
0.767,88.0,0.0,1007.0,4.95,nan
0.385,87.8,0.0,1007.0,5.135,nan
0.594,88.3,0.0,1007.0,5.192,nan
1.723,89.2,0.0,1008.0,5.12,nan
1.054,89.6,0.0,1008.0,5.149,nan
2.006,89.8,0.0,1008.0,5.039,nan
2.176,91.0,0.0,1008.0,4.769,nan
1.581,91.3,0.0,1008.0,4.641,nan
1.753,91.1,0.0,1008.0,4.384,nan
1.31,92.3,0.0,1009.0,4.162,nan
1.072,91.9,0.0,1009.0,4.366,nan
0.382,90.9,0.0,1009.0,4.518,nan
0.73,91.1,0.0,1009.0,4.75,nan
0.821,86.5,0.0,1009.0,5.43,nan
3.572,87.2,0.0,1009.0,5.529,nan
4.613,85.8,0.0,1010.0,5.757,nan
7.834,85.7,0.0,1010.0,5.837,nan
10.83,86.5,0.0,1010.0,5.789,nan
14.54,85.5,0.0,1010.0,5.465,nan
26.49,89.9,0.0,1010.0,4.166,nan
51.88,89.9,0.0,1010.0,4.386,nan
73.39,86.7,0.0,1011.0,5.245,nan
103.3,88.2,0.0,1011.0,5.472,nan
128.2,87.4,0.0,1011.0,6.066,nan
131.4,82.7,0.0,1011.0,6.819,nan
